Municipality,Last Name,First Name,Affiliation
Warkworth,Cotter,Charles Graham,The Anglican Church Of Canada Diocese Of Toronto
Warkworth,Elliott,Deborah Ann,East Central Ontario Regional Council - United Church
Warkworth,Frasch Griffiths,Monika I,Canadian International Metaphysical Ministry
Warkworth,Jarvis,Tiffany Elyse,Bancroft Centre For Awakening Spiritual Growth
Warkworth,King,Margaret Cecelia,East Central Ontario Regional Council - United Church
Warren,Emenuga,Richard Obiegbusi,Roman Catholic Diocese Of Sault Ste. Marie
Warren,Olmstead,Stephen R,Baptist - Ontario & Quebec
Warroad,Storey,Ronald C,The Church of Jesus Christ of Latter-Day Saints
Warsaw,Rausch,Jurgen Fredrick,The Pentecostal Assemblies of Canada Eastern Ontario District
Warsaw,Scott,E Munroe,The Anglican Church Of Canada Diocese Of Toronto
Wasaga Beach,Bateman,Carol,The Anglican Church Of Canada Diocese Of Toronto
Wasaga Beach,Beasley,Francis David,The Anglican Church Of Canada Diocese Of Toronto
Wasaga Beach,Beausoleil,Guy J,The Community Christian Fellowship Church Of Canada
Wasaga Beach,Brown,Phillip Hugh,Canadian Convention of Southern Baptist
Wasaga Beach,Bunner,John Dwight,Baptist - Ontario & Quebec
Wasaga Beach,Cassell,Joshua,Ministers Network Canada
Wasaga Beach,Chatham,Daniel,Church Of God Of Prophecy
Wasaga Beach,Cooper,James William Alfred,Presbyterian Church in Canada Presbytery Of Barrie
Wasaga Beach,Davies,William Reginald,The Gospel Crusade Inc
Wasaga Beach,Dea,Thomas Leonard,Roman Catholic Archdiocese Of Toronto - Catholic Pastoral Center
Wasaga Beach,Dightam,Louise Mary,The Anglican Church Of Canada Diocese Of Toronto
Wasaga Beach,Dolk,Carl D,Open Door Evangelistic Church
Wasaga Beach,Don,Gary W,The Pentecostal Assemblies of Canada Western Ontario District
Wasaga Beach,Doner,Barry G,Presbyterian Church in Canada Presbytery Of Barrie
Wasaga Beach,Drayer,Leslie Hansen,Presbyterian Church in Canada Presbytery Of Algoma & North Bay
Wasaga Beach,Duncan,Joseph Vernon,Roman Catholic Archdiocese Of Toronto - Catholic Pastoral Center
Wasaga Beach,Folz,Charles Francis,The Association for Education and Evangelism
Wasaga Beach,Fraser,Martin C.,Anglican Network in Canada
Wasaga Beach,Gaessler,Graham Everett,Evangelical Missionary Church Canada East District
Wasaga Beach,Gearing,Philip Alan,The Anglican Church Of Canada Diocese Of Toronto
Wasaga Beach,Gillard,Lindo,The Pentecostal Assemblies of Canada Western Ontario District
Wasaga Beach,Hall,Stephen Richard,Be In Christ Church Of Canada
Wasaga Beach,Hamilton,John William,Open Door Evangelistic Church
Wasaga Beach,Lavigne,Annette Mary,Clergy Support Memorial Church
Wasaga Beach,Lindsay,Donald Henry,Evangelical Church Alliance Ministerial Fellowship Of Canada
Wasaga Beach,Lindsay,Gwen,The Gospel Crusade Inc
Wasaga Beach,Mason,Thomas S,Presbyterian Church in Canada Presbytery Of Barrie
Wasaga Beach,McCarl,Sandra Ann,Western Ontario Waterways Regional Council - United Church
Wasaga Beach,McCombs,Erana,Bancroft Centre For Awakening Spiritual Growth
Wasaga Beach,McLean,Edward Bruce,Baptist - Ontario & Quebec
Wasaga Beach,Montgomery,Keith Allan,Be In Christ Church Of Canada
Wasaga Beach,Morales,Gabriela,Ministers Network Canada
Wasaga Beach,Morales,Roberto,Ministers Network Canada
Wasaga Beach,Morrison,Harry,Brethren
Wasaga Beach,Prevost,Margo Lynn,The Community Catholic Church of Canada
Wasaga Beach,Quinn,Wendy Mary Moore,The Anglican Church Of Canada Diocese Of Toronto
Wasaga Beach,Scholte,Michael R,Clergy Support Memorial Church
Wasaga Beach,Scott,Kenneth J,Brethren
Wasaga Beach,Smardenka,Santina,Celebrating Life Ministries
Wasaga Beach,Tenkorang,Nana Yaw,"Old & New Bible Holiness Churches, Inc."
Wasaga Beach,Whall,David R,Roman Catholic Archdiocese Of Toronto - Catholic Pastoral Center
Wasaga Beach,Williams,Daniel Eric,Pinewoods Gospel Chapel
Wasaga Beach,Wong,John Sebastian,Independent Assemblies Of God International
Wasaga Beach,Woodhouse,Russell James,Celebrating Life Ministries
Washago,Angel,Sean Anthony,Anchor Ministerial Fellowship
Washago,Camick,Kelly Lynn,The Community Catholic Church of Canada
Washago,McMillin,Carroll,The Community Catholic Church of Canada
Waskaganish,Dee,Clifford J,The Anglican Church Of Canada Diocese Of Moosonee
Waterdown,Allsop,John Scott,Horseshoe Falls Regional Council - United Church
Waterdown,Brown,Donald C,The Anglican Church Of Canada Diocese Of Niagara
Waterdown,Chisholm,Murray,Mountain Grove Christadelphian Chapel
Waterdown,De Gelder,Jan,Canadian Reformed Church
Waterdown,Del Grande,David Charles,Jehovah's Witnesses
Waterdown,Donkin,David M M,The Anglican Church Of Canada Diocese Of Toronto
Waterdown,Duby,Laurence Gene,The Anglican Church Of Canada Diocese Of Niagara
Waterdown,Emmerson,Judy,The Pentecostal Assemblies of Canada Western Ontario District
Waterdown,Ernst,Kevin,New Apostolic Church Canada
Waterdown,Ettinger,Cheryl G P,The Pentecostal Assemblies of Canada Western Ontario District
Waterdown,Groat,Aaron Douglas,Fellowship Of Evangelical Baptist Churches
Waterdown,Guerette,Cyril Dominic,Ministers Network Canada
Waterdown,Henderson,Sharlene,The Christian and Missionary Alliance Central Canada District
Waterdown,Houston,Allison J,Bancroft Centre For Awakening Spiritual Growth
Waterdown,Joo,Jae Shik,The General Assembly of Reformed Korean-Canadian Christian Church
Waterdown,Kerr,Susan Katherine Ingram,Presbyterian Church in Canada Presbytery Of Hamilton
Waterdown,Klooster,Brian James,Clergy Support Memorial Church
Waterdown,Knot,Marcel Egbert Gert,Anchor Ministerial Fellowship
Waterdown,Labado,Pablito,Roman Catholic Diocese Of Hamilton
Waterdown,Lydan,Edward Clayton,Horseshoe Falls Regional Council - United Church
Waterdown,Noronha,Francis,Roman Catholic Diocese Of Hamilton
Waterdown,Otiotio,Emmanuel,The Redeemed Christian Church of God Canada
Waterdown,Penny,Nathan J,Hope Bible Church Oakville
Waterdown,Shaw,Mark E,Roman Catholic Diocese Of Hamilton
Waterdown,Smith,Lance,Brethren Plymouth Hamilton Meeting Rooms
Waterdown,Speakman,Robert Charles,Salvation Army
Waterdown,Spence,Jon,Ministers Network Canada
Waterdown,Springer,Donald William,North American Baptist Conference
Waterdown,Swartwood,Steven C,The Pentecostal Assemblies of Canada Western Ontario District
Waterdown,Thorne,Donna,The Pentecostal Assemblies of Canada Western Ontario District
Waterdown,Thorne,Phillip Niles,The Pentecostal Assemblies of Canada Western Ontario District
Waterdown,Thornton,William G,Fellowship Of Evangelical Baptist Churches
Waterdown,Van Eek,Arie Gideon,Christian Reformed Church In North America
Waterdown,Wilkins,Robert Gordon,Baptist - Ontario & Quebec
Waterdown,Willison,Brian Robert,Associated Gospel Churches
Waterdown,Wilson,David J,Anchor Ministerial Fellowship
Waterdown,Wilson,Susan Dorcas,The Anglican Church Of Canada Diocese Of Niagara
Waterdown,Young,Daniel,The Pentecostal Assemblies of Canada Western Ontario District
Waterford,Bartlett,Peggy Eileen,Horseshoe Falls Regional Council - United Church
Waterford,Bauder,Anthony,New Apostolic Church Canada
Waterford,Bellaire,Richard Layton Scott,Associated Gospel Churches
Waterford,Brown,Martin William,Baptist - Ontario & Quebec
Waterford,Burr,Allan Emerson,Baptist - Ontario & Quebec
Waterford,Canivet,Roxanne,Ministers Network Canada
Waterford,Deelen,David Gilbert,The Community Catholic Church of Canada
Waterford,Johnson,Daniel N,Emmanuel Bible Church
Waterford,Kennedy,Shirley Elizabeth Mae,The Community Catholic Church of Canada
Waterford,Staats,Joshuwa Shawn,Fellowship Of Evangelical Baptist Churches
Waterloo,Ahuja,Chattar Singh,Golden Triangle Sikh Association
Waterloo,Aiello,Pasquale Pat,Roman Catholic Diocese Of Hamilton
Waterloo,Allaby,Gordon,Mennonite Church Eastern Canada
Waterloo,Anderson,Anne,Evangelical Lutheran Church In Canada Eastern Synod
Waterloo,Andrade,John F,Roman Catholic Diocese Of Hamilton
Waterloo,Anger,Terry Alan,Northside Baptist Church of Waterloo Inc.
Waterloo,Annett,Christopher Campbell,Celebrating Life Ministries
Waterloo,Appleyard,Elizabeth,The Anglican Church of Canada Diocese of Huron
Waterloo,Armoogan,Harry C,Ministers Network Canada
Waterloo,Ashfield,Edwin Brooke,Presbyterian Church in Canada Presbytery Of Waterloo - Wellington
Waterloo,Ashfield,Linda Joan,Presbyterian Church in Canada Presbytery Of Waterloo - Wellington
Waterloo,Astley,Judith,Western Ontario Waterways Regional Council - United Church
Waterloo,Atkinson,David M,Baptist
Waterloo,Austen,Jeffrey Robert,Creekside Church
Waterloo,Azevedo,Gilvan L C De,Lutheran Church - Canada
Waterloo,Barber,William W,Baptist
Waterloo,Barth,David Michael,Community Of Christ
Waterloo,Bauer,Bradley John,United Brethren Church In Canada Ontario Conference
Waterloo,Bechtold,Dan,New Apostolic Church Canada
Waterloo,Bendik,Henry,New Apostolic Church Canada
Waterloo,Bernt,Michael,New Apostolic Church Canada
Waterloo,Black,John Robert,Community Of Christ
Waterloo,Blake,Jeffrey,New Apostolic Church Canada
Waterloo,Boehmer,John F,Evangelical Lutheran Church In Canada Eastern Synod
Waterloo,Boettger,Luke Jason Robert,Ministers Network Canada
Waterloo,Boratto,Gary Dean Joseph,Western Ontario Waterways Regional Council - United Church
Waterloo,Bowyer,Daniel,The Anglican Church of Canada Diocese of Huron
Waterloo,Brandt,Markus,The Pentecostal Assemblies of Canada Western Ontario District
Waterloo,Breithaupt,Ruth Anne,Anchor Ministerial Fellowship
Waterloo,Brenes,Juan A,New Apostolic Church Canada
Waterloo,Brighton,Christina,Unity Church Of Truth
Waterloo,Brock,Gordon A,Brethren
Waterloo,Brodland,Gerald Wayne,Anchor Ministerial Fellowship
Waterloo,Brown,James Philip,Mennonite Church Eastern Canada
Waterloo,Brown,William E,Evangelical Lutheran Church In Canada Eastern Synod
Waterloo,Brubaker - Zehr,Scott,Mennonite Church Eastern Canada
Waterloo,Buda,Christopher,Roman Catholic Diocese Of Hamilton
Waterloo,Burge,Carolyn,Creekside Church
Waterloo,Burge,Christopher,Creekside Church
Waterloo,Burkowski,Karis,Humanist Association Of Canada
Waterloo,Bursey,Jakob,Evangelical Missionary Church Canada East District
Waterloo,Bush,Janet E,Western Ontario Waterways Regional Council - United Church
Waterloo,Butler,Beverley,The Community Catholic Church of Canada
Waterloo,Carlson,Claudine Valerie,Evangelical Lutheran Church In Canada Eastern Synod
Waterloo,Carr-Pries,Lisa Joy,Mennonite Church Eastern Canada
Waterloo,Casselman,Lorna May,The Pentecostal Assemblies of Canada Western Ontario District
Waterloo,Cassels,Ben,Mennonite Church Eastern Canada
Waterloo,Chagger,Gurminder S,Sikh
Waterloo,Chapman,Mark Denis,The Christian and Missionary Alliance Central Canada District
Waterloo,Chmurzynski,Chester,Roman Catholic Diocese Of Hamilton
Waterloo,Cho,Ji Hoon,Presbyterian Church in Canada Presbytery Of Waterloo - Wellington
Waterloo,Cohen,Lori M,Jewish - Reform
Waterloo,Cok,Victoria Verhulst,Christian Reformed Church In North America
Waterloo,Cole-Arnal,Oscar Leon,Evangelical Lutheran Church In Canada Eastern Synod
Waterloo,Comber,Murray E,The Pentecostal Assemblies of Canada Eastern Ontario District
Waterloo,Cowan,Neville Easter,Baptist - Ontario & Quebec
Waterloo,Craddock,Basil David,Salvation Army
Waterloo,Crawford,Jeffrey Russell,Presbyterian Church in Canada Presbytery Of Waterloo - Wellington
Waterloo,Crossman,Richard C,Evangelical Lutheran Church In Canada Eastern Synod
Waterloo,Dahle,Guenter W,Evangelical Lutheran Church In Canada Eastern Synod
Waterloo,Davis,Kenneth Ronald,Fellowship Of Evangelical Baptist Churches
Waterloo,De Vries,Frank,Presbyterian Church in Canada Presbytery Of Niagara
Waterloo,Deyarmond,John Ashton,Presbyterian Church in Canada Presbytery Of Waterloo - Wellington
Waterloo,Donnelly,Terrence Hugh,Presbyterian Church in Canada Presbytery Of Waterloo - Wellington
Waterloo,Donohue,James Michael,Roman Catholic Diocese Of Hamilton
Waterloo,Dorvilliers,Jean-Hebert,Church Of God Of Prophecy
Waterloo,Duarte,Andres Armando,Independent Assemblies Of God International
Waterloo,Duerrstein,Jordan Ellis,Be In Christ Church Of Canada
Waterloo,Dunk,Paul Michael,Presbyterian Church In America
Waterloo,Eberhart - Moffat,Elizabeth,Western Ontario Waterways Regional Council - United Church
Waterloo,Eckhardt,Jonathan,New Apostolic Church Canada
Waterloo,Eckhardt,Michael,New Apostolic Church Canada
Waterloo,Emmerson,Donald M,Open Door Evangelistic Church
Waterloo,Fairhead,Arthur G,The Anglican Church of Canada Diocese of Huron
Waterloo,Fattah,Abdul,Muslim Society Of Waterloo & Wellington Counties
Waterloo,Fielder,Terrance F,Community Of Christ
Waterloo,Fisher,Ronald Gene,Christian Reformed Church In North America
Waterloo,Frey,Ardith,Mennonite Church Eastern Canada
Waterloo,Gast,Robert Loren,Creekside Church
Waterloo,Gaudun,Natalie Nicole,The Community Catholic Church of Canada
Waterloo,Gertridge,John Fraser,Western Ontario Waterways Regional Council - United Church
Waterloo,Gojkovic,Goran,The Serbian Orthodox Church Diocese Of America & Canada
Waterloo,Goldman,Moshe,Jewish - Orthodox Council
Waterloo,Gouvea,Ricardo Q,Reformed Church In America
Waterloo,Greenhalgh-Vosding,Diane,Clergy Support Memorial Church
Waterloo,Guse,Stacey Lee,Canadian International Metaphysical Ministry
Waterloo,Hackbusch,Michael Andrew Patrick,Evangelical Lutheran Church In Canada Eastern Synod
Waterloo,Hahn,Konstantin,Lutheran Church - Canada
Waterloo,Hall,Vincent Norman,Celebrating Life Ministries
Waterloo,Halloran,Brenda Marie,The Community Catholic Church of Canada
Waterloo,Hamid,Ayub A,Islamic
Waterloo,Hammer,David Paul,Evangelical Lutheran Church In Canada Eastern Synod
Waterloo,Han,Taek-Jong,Roman Catholic Diocese Of Hamilton
Waterloo,Harder,Douglas Wilhelm,Celebrating Life Ministries
Waterloo,Harder,Gary J,Mennonite Church Eastern Canada
Waterloo,Harris,Judith E,Evangelical Lutheran Church In Canada Eastern Synod
Waterloo,Hayratiyan,Ramin,The Spiritual Assembly of the Baha'is of Waterloo
Waterloo,Heath,Fiona,Unitarian Universalist Association
Waterloo,Henderson,John Charles,Presbyterian Church in Canada Presbytery Of Waterloo - Wellington
Waterloo,Hennig,Valentine Herman,Evangelical Lutheran Church In Canada Eastern Synod
Waterloo,Hiltz,William L,Baptist
Waterloo,Hind,Jennifer Leigh,Western Ontario Waterways Regional Council - United Church
Waterloo,Hodgson,Andrew,Trinity Bible Chapel
Waterloo,Holston,James E,Churches of Christ
Waterloo,Horne,William Arthur,Baptist - Ontario & Quebec
Waterloo,Horsey,Herbert A,The Anglican Church Of Canada Diocese Of Ottawa
Waterloo,Horvath,Melissa Ann,Bancroft Centre For Awakening Spiritual Growth
Waterloo,Hryniewicz,Marian,The Anglican Church of Canada Diocese of Huron
Waterloo,Hyjek,Timothy Paul,Creekside Church
Waterloo,Jacobs,Catherine,The Evangelical Christian Church In Canada
Waterloo,Janke,Melvin A,Evangelical Lutheran Church In Canada Eastern Synod
Waterloo,Janzen,Wendy,Mennonite Church Eastern Canada
Waterloo,Jones,E Timothy,Emmanuel Fellowship Inc.
Waterloo,Joseph-Anson,Francine M,Pillar of Fire Churches International
Waterloo,Juma,Florence Akumu,The Pentecostal Assemblies of Canada Western Ontario District
Waterloo,Jung,Margaret Ann,Independent Assemblies Of God International
Waterloo,Kanai,Junji,Mennonite Church Eastern Canada
Waterloo,Keller,James,Lutheran Church - Canada
Waterloo,Kelly,Nancy Vernon,Evangelical Lutheran Church In Canada Eastern Synod
Waterloo,Khanal,Puspa Lal,The Pentecostal Assemblies of Canada Western Ontario District
Waterloo,Kim,Sung Eun,Beautiful (Korean) Presbyterian Church
Waterloo,Kirk,Raymond V,The Lutheran Church Missouri Synod
Waterloo,Klassen,Zacharie,Mennonite Church Eastern Canada
Waterloo,Knoll,Geoffrey Alan,Pillar of Fire Churches International
Waterloo,Knoll,Matthew,Pillar of Fire Churches International
Waterloo,Knoll,Michael Steven,Pillar of Fire Churches International
Waterloo,Knowles,Adam Christopher,Mennonite Brethren Church
Waterloo,Knowles,Michelle,Mennonite Brethren Church
Waterloo,Krestick,Robert C,Lutheran Church - Canada
Waterloo,Kuepfer,Sanford,Trinity Bible Chapel
Waterloo,Kuhl,Joel,Lutheran Church - Canada
Waterloo,Kuhnert,Karen,Evangelical Lutheran Church In Canada Eastern Synod
Waterloo,Kuhnert,Peter,Evangelical Lutheran Church In Canada Eastern Synod
Waterloo,Lanthier,Frank,Faith Christian Fellowship of Canada Inc.
Waterloo,Lavergne,Andre Rodolphe,Evangelical Lutheran Church In Canada Eastern Synod
Waterloo,Lavigne,Cynthia,The Evangelical Christian Church In Canada
Waterloo,Lavigne,David P,The Evangelical Christian Church In Canada
Waterloo,Lee,James Henderson,Ministers Network Canada
Waterloo,Leslie,Anne,The Evangelical Christian Church In Canada
Waterloo,Lester,Todd,Be In Christ Church Of Canada
Waterloo,Levesque,Martin Roger,The Anglican Church of Canada Diocese of Huron
Waterloo,Lewicki,Reginald William Eric Sameon Thomas,The Evangelical Christian Church In Canada
Waterloo,Lien,Hui-Hsiang Victoria,Ottawa River Of Life Christian Church
Waterloo,Lindner,Corey,New Apostolic Church Canada
Waterloo,Lindner,Duane,New Apostolic Church Canada
Waterloo,Logan,Mark Hugh,Northside Baptist Church
Waterloo,Love,Donald Craig,The Anglican Church of Canada Diocese of Huron
Waterloo,Ludolph,Frederick,Evangelical Lutheran Church In Canada Eastern Synod
Waterloo,Lyons,James Robin,The Anglican Church of Canada Diocese of Huron
Waterloo,Ma,Carol,The Christian and Missionary Alliance Central Canada District
Waterloo,MacDonald,Gerald S,Roman Catholic Diocese Of Hamilton
Waterloo,MacFarlane,David Arrol,The Pentecostal Assemblies of Canada Western Ontario District
Waterloo,MacIntosh,Edward F,Roman Catholic Diocese Of Hamilton
Waterloo,Malcolm,Michael,Open Door Evangelistic Church
Waterloo,Mann,Nancy,Mennonite Church Eastern Canada
Waterloo,Markides,Basil George,Roman Catholic Diocese Of Hamilton
Waterloo,Martin,Aaron,New Apostolic Church Canada
Waterloo,Martin,David Timothy,Mennonite Church Eastern Canada
Waterloo,Martin,Gordon J,Brethren
Waterloo,Martin,Leighton,Mennonite
Waterloo,Mathai,Philip,Evangelical Lutheran Church In Canada Eastern Synod
Waterloo,Mathers,John Derek,The Lutheran Church Missouri Synod
Waterloo,Maxwell,Andrew George,Western Ontario Waterways Regional Council - United Church
Waterloo,Mazik,J Denise,Evangelical Missionary Church Canada East District
Waterloo,Mazur,Aleksander,Roman Catholic Diocese Of Hamilton
Waterloo,McLean,Walter Franklin,Presbyterian Church in Canada Presbytery Of Waterloo - Wellington
Waterloo,Mead,Kathy L,The Pentecostal Assemblies of Canada Western Ontario District
Waterloo,Meadows-Helmer,Carey Rebecca,Evangelical Lutheran Church In Canada Eastern Synod
Waterloo,Meadows-Helmer,Sebastian Thomas,Evangelical Lutheran Church In Canada Eastern Synod
Waterloo,Mehdi,Mansur,Ismaili Muslim Council For Ontario
Waterloo,Mehmet,Alkan,Islamic
Waterloo,Memon,Mohammad Ibrahim,Muslim Society Of Waterloo & Wellington Counties
Waterloo,Mezo,Eva,Hungarian Reformed Church In America
Waterloo,Mills,Bruce,Brethren
Waterloo,Moffat,Peter Reid,Western Ontario Waterways Regional Council - United Church
Waterloo,Mohr,Ronald C,Lutheran Church - Canada
Waterloo,Molengraaf,Barbara Lynn,Presbyterian Church in Canada Presbytery Of Waterloo - Wellington
Waterloo,Molengraaf,Martin John,Presbyterian Church in Canada Presbytery Of Waterloo - Wellington
Waterloo,Morris,David W,The Anglican Church of Canada Diocese of Huron
Waterloo,Morris Crawford,Courtney,Presbyterian Church in Canada Presbytery Of Waterloo - Wellington
Waterloo,Mowat,David George,Roman Catholic Diocese Of Hamilton
Waterloo,Murphy,Pamela Catherine,Canadian International Metaphysical Ministry
Waterloo,Nally,Margaret,Mennonite Church Eastern Canada
Waterloo,Nevile,Donald,Evangelical Lutheran Church In Canada Eastern Synod
Waterloo,Niebles,Carlos,New Apostolic Church Canada
Waterloo,Nosakhare,Helen,Faith Christian Fellowship of Canada Inc.
Waterloo,O'Hern,Daniel Kevin,United Pentecostal Church International Ontario District
Waterloo,Okafo,Sarah Jane,Canadian International Metaphysical Ministry
Waterloo,Olubobokun,Joseph Babatunde,Ministers Network Canada
Waterloo,Paetkau,Henry,Mennonite Church Eastern Canada
Waterloo,Park,James,Evangelical Missionary Church Canada East District
Waterloo,Parr,Robert Arthur Maxwell,Western Ontario Waterways Regional Council - United Church
Waterloo,Patel,Mohmed Husain,Muslim Society Of Waterloo & Wellington Counties
Waterloo,Patterson,Dave,Brethren
Waterloo,Patterson,Susan Jane,Clergy Support Memorial Church
Waterloo,Peats,Maxey M,Church of God in Canada
Waterloo,Pellowe,John,The Pentecostal Assemblies of Canada Western Ontario District
Waterloo,Penner,Donald Peter,Mennonite Church Eastern Canada
Waterloo,Penner,Erwin,Mennonite Brethren Church
Waterloo,Perez,Ontoniel,The Pentecostal Assemblies of Canada Western Ontario District
Waterloo,Perrin,David B,Roman Catholic Diocese Of Hamilton
Waterloo,Persaud,Danain D,Hinduism
Waterloo,Phillips,Laurence G,The Anglican Church Of Canada
Waterloo,Pigott,Peter Francis,Roman Catholic Diocese Of Hamilton
Waterloo,Porty,Wayne,Mennonite Brethren Church
Waterloo,Poulsen,Olaf,Evangelical Lutheran Church In Canada Eastern Synod
Waterloo,Power,Heather Elspeth Lynne,Western Ontario Waterways Regional Council - United Church
Waterloo,Poyntz,Allan,Brethren
Waterloo,Pratt,Christopher B J,The Anglican Church of Canada Diocese of Huron
Waterloo,Prince,Donald Murray,The Association for Education and Evangelism
Waterloo,Raghunath,Davendra,
Waterloo,Rapp,John William Thomas,Lutheran Church - Canada
Waterloo,Reilly,Philip Francis,Roman Catholic Diocese Of Hamilton
Waterloo,Reitzel,Harry A,Roman Catholic Diocese Of Hamilton
Waterloo,Reitzel,Raymond Jerome,Roman Catholic Diocese Of Hamilton
Waterloo,Restivo,Salvatore J,Roman Catholic Diocese Of Hamilton
Waterloo,Ribey Rozomiak,Glenda,Mennonite Church Eastern Canada
Waterloo,Rigden-Briscall,Christopher,Antiochian Orthodox Christian Archdiocese Of North America
Waterloo,Roberts,Samuel Baxter,Salvation Army
Waterloo,Roberts,Shirley,Salvation Army
Waterloo,Rogalsky,David Peter,Mennonite Church Eastern Canada
Waterloo,Rokeby,Richard S,The Anglican Church Of Canada Diocese Of Niagara
Waterloo,Ropp,Brenda I,Spiritualist Church Of Canada
Waterloo,Ryan,Adam Michael,Partners In Harvest (Canada)
Waterloo,Ryan,Amy R,Partners In Harvest (Canada)
Waterloo,Saunders,Mervin Gerald,Baptist - Ontario & Quebec
Waterloo,Scheifele,David Earl,Ministers Network Canada
Waterloo,Schiedel,David J,Baptist
Waterloo,Schmidt,George Frederick,Ministers Network Canada
Waterloo,Schmidt,Gordon W,Evangelical Lutheran Church In Canada Eastern Synod
Waterloo,Schroeder Kipfer,Anita Ruth Kiese,Mennonite Church Eastern Canada
Waterloo,Schweyer,Douglas,Evangelical Lutheran Church In Canada Eastern Synod
Waterloo,Scinto,Frederick Alfred,Roman Catholic Diocese Of Hamilton
Waterloo,Scully,Jennifer Eileen,The Anglican Church of Canada Diocese of Huron
Waterloo,Senior,Susan Catherine,Clergy Support Memorial Church
Waterloo,Seretse,Yared,Mennonite Church Eastern Canada
Waterloo,Shchukin,Eugene,Russian Orthodox Church Outside Of Russia
Waterloo,Sherk,Bradley Dean,Mennonite Brethren Church
Waterloo,Shim,Nuke Kee,Brethren
Waterloo,Shina-Wahab,Ismaeel,Nasrul Lahi-Il-Fathi Islamic Organization
Waterloo,Shmyhelskyy,Myroslav,Ukrainian Orthodox Church Of Canada
Waterloo,Siirala,Aarne Johannes,Lutheran Church in America
Waterloo,Skogstad,Matthew Tristan,The Church of Jesus Christ of Latter-Day Saints
Waterloo,Smith,Douglas E,Grace Communion International Canada
Waterloo,Snell,Albert John David,Community Of Christ
Waterloo,Snell,Robert L,Fellowship Of Evangelical Baptist Churches
Waterloo,Snider,Glen E,Baptist
Waterloo,Solanki,Brenda L,Eckankar Canada
Waterloo,Stasinski,Florian,Roman Catholic Diocese Of Hamilton
Waterloo,Stephens,Craig,Baptist - Ontario & Quebec
Waterloo,Stone,Raja,The Christian and Missionary Alliance Central Canada District
Waterloo,Stortz,George A,Roman Catholic Diocese Of Hamilton
Waterloo,Strack,George H,Evangelical Lutheran Church In Canada Eastern Synod
Waterloo,Stubbs,William Robert,Mennonite Brethren Church
Waterloo,Suderman - Gladwell,Beverly Lynn,Mennonite Church Eastern Canada
Waterloo,Sukkurwala,Ghazanfar S,Ismaili Muslim Council For Ontario
Waterloo,Sydney,Das Jacob,Baptist - Ontario & Quebec
Waterloo,Syed,Abdul Mannan,Muslim Society Of Waterloo & Wellington Counties
Waterloo,Talbot,Earl D J,Roman Catholic Diocese Of Hamilton
Waterloo,Tataryn,Myroslaw,The Ukrainian Catholic Episcopal Corporation of Eastern Canada aka:Ukrainian Catholic Eparchy of Toronto
Waterloo,Taylor,Kenneth R,Creekside Church
Waterloo,Thiessen,Brian,Bethel Baptist Church
Waterloo,Thiessen,Jacob P,Baptist
Waterloo,Thompson,Philip J,Congregational Christian Church
Waterloo,Thomson,Albert John,Christian Ministers' Association
Waterloo,Tiessen,Martin David,Mennonite Church Eastern Canada
Waterloo,Tomon,Rafal Jerzy,Roman Catholic Diocese Of Hamilton
Waterloo,Townshend,Peter T,The Anglican Church of Canada Diocese of Huron
Waterloo,Tremblay,Philip Emery,Roman Catholic Diocese Of Hamilton
Waterloo,Vagha,Satnam S,Golden Triangle Sikh Association
Waterloo,Van Pelt,Leendert D,Grace Communion International Canada
Waterloo,Vanden Berg,Richard Dale,Christian Reformed Church In North America
Waterloo,Varosi,Ernest Alexander,Roman Catholic Diocese Of Hamilton
Waterloo,Vincent,Roslyn Anne,Western Ontario Waterways Regional Council - United Church
Waterloo,Wagner,Michael,New Apostolic Church Canada
Waterloo,Wai,Ting U Timothy,Associated Gospel Churches
Waterloo,Walker,Margaret Susan,The Anglican Church of Canada Diocese of Huron
Waterloo,Watt,Linda,Humanist Association Of Canada
Waterloo,Weber,Eric Stephen,Evangelical Lutheran Church In Canada Eastern Synod
Waterloo,Weber,Gary Bruce,Liebenzeller Mission Of Canada
Waterloo,Weigert,Daniel,The Pentecostal Assemblies of Canada Western Ontario District
Waterloo,Wells,Delbert Wayne,The Pentecostal Assemblies of Canada Western Ontario District
Waterloo,West,Karen,Mennonite Brethren Church
Waterloo,Wiens,Erwin,Mennonite Church Eastern Canada
Waterloo,Wiesner,Monika,Evangelical Lutheran Church In Canada Eastern Synod
Waterloo,Williams,Beverly Elaine,Western Ontario Waterways Regional Council - United Church
Waterloo,Williams,Paul St Clair James,Creekside Church
Waterloo,Yang,Hong Yeop,The Christian and Missionary Alliance Central Canada District
Waterloo,Yantzi,Gregory John,Mennonite Church Eastern Canada
Watford,Churchill,John,The Pentecostal Assemblies of Canada Western Ontario District
Watford,Daley,David J,Brethren
Watford,Hogervorst,Anthony G,Roman Catholic Diocese Of London
Watford,MacGowan,W H Ken,The Pentecostal Assemblies of Canada Western Ontario District
Watford,Perkins,Eddie L,Baptist
Watford,Symington,Jo-Anne Elizabeth,Presbyterian Church in Canada Presbytery Of Lambton - West Middlesex
Watford,Vogel,Martin,United Reformed Churches In North America
Waubaushene,Adams,Alan,Brethren
Waubaushene,Asadoorian,John Arsen,Roman Catholic Archdiocese Of Toronto - Catholic Pastoral Center
